wkt_wgs84,x_wgs84,y_wgs84,country,province,district,municipality,postcode,object_type,object_type_name,veracity_score,accessibility,state,otar_id,name,description,wikidata,wikidata_url,wikipedia,wikipedia_url,published
POINT (16.19107153 51.049978729),16.19107153,51.049978729,Polska,dolnośląskie,jaworski,Jawor,59-400,K01.30.10,Zamki,good,full,good,K01.30.10.JYUG56,Zamek Piastowski w Jaworze,"Zamek Piastowski w Jaworze powstał w XIII w. jako siedziba książąt świdnicko-jaworskich. W kolejnych stuleciach był rozbudowywany, a w XVI w. otrzymał formy renesansowe. Założenie obejmuje wieloskrzydłową zabudowę z dziedzińcem, wieżą i reliktami średniowiecznych murów. Po późniejszych przebudowach pełnił także funkcje administracyjne i więzienne. Obecnie jest zachowany, lecz wymaga dalszych prac rewaloryzacyjnych.",Q9386648,https://www.wikidata.org/wiki/Q9386648,pl:Zamek Piastowski w Jaworze,https://pl.wikipedia.org/wiki/Zamek_Piastowski_w_Jaworze,2026-08-14
POINT (17.308289966 51.016406441),17.308289966,51.016406441,Polska,dolnośląskie,oławski,Jelcz-Laskowice,55-220,K01.30.10,Zamki,good,full,poor,K01.30.10.K1C8HJ,Zamek w Jelczu-Laskowicach,"Zamek powstał w średniowieczu w miejscu dawnego dworu obronnego. Zniszczony w trakcie wojny trzydziestoletniej, obecnie w stanie ruiny. Częściowo zachowały się mury",Q9386650,https://www.wikidata.org/wiki/Q9386650,pl:Zamek w Jelczu-Laskowicach,https://pl.wikipedia.org/wiki/Zamek_w_Jelczu-Laskowicach,2026-08-14
POINT (20.853978842 51.226516565),20.853978842,51.226516565,Polska,mazowieckie,szydłowiecki,Szydłowiec,26-500,K01.30.10,Zamki,good,full,excellent,K01.30.10.K2DN6N,Zamek w Szydłowcu,"Zamek w Szydłowcu wzniesiono w XV w. jako murowaną siedzibę rodu Szydłowieckich. W XVI w. przebudowano go w renesansową rezydencję na planie czworoboku, z dziedzińcem, skrzydłami mieszkalnymi i narożnymi wieżami, otoczoną fosą. W kolejnych stuleciach był modernizowany i remontowany. Obecnie jest dobrze zachowany, mieści m.in. Muzeum Ludowych Instrumentów Muzycznych i pełni funkcje kulturalne.",Q9386749,https://www.wikidata.org/wiki/Q9386749,pl:Zamek w Szydłowcu,https://pl.wikipedia.org/wiki/Zamek_w_Szyd%C5%82owcu,2026-08-14
POINT (22.380059430546677 50.027549548103174),22.380059430546677,50.027549548103174,Polska,podkarpackie,przeworski,Gać,37-207,K01.30.10,Zamki,good,partial,poor,K01.30.10.K49J2K,Zamek w Białobokach,"Ruiny zamku w Białobokach to słabo zachowane, lecz intrygujące pozostałości dawnej, nowożytnej twierdzy magnackiej. Usytuowany na naturalnym wzniesieniu nad rzeką Markówką obiekt był na początku XVII wieku główną, dumną siedzibą potężnego rodu Korniaktów. Wzniesiony w latach 1601-1609 przez Konstantego Korniakta juniora zamek reprezentował nowoczesny typ fortyfikacji bastionowej.",Q30556372,https://www.wikidata.org/wiki/Q30556372,pl:Zamek w Białobokach,https://pl.wikipedia.org/wiki/Zamek_w_Bia%C5%82obokach,2026-08-14
POINT (18.918869 51.655716),18.918869,51.655716,Polska,łódzkie,zduńskowolski,Zduńska Wola,98-220,K01.30.10,Zamki,good,limited,poor,K01.30.10.K4AJ2N,Zamek w Wojsławicach,"Zamek w Wojsławicach powstał około 1550 r. jako niewielka warownia rycerska rodu Wężyków. Założenie miało plan zbliżony do kwadratu, mury o grubości ok. 1,7 m, dziedziniec, dwu- lub trzykondygnacyjny dom mieszkalny, bramę z furtą oraz basztę o średnicy ok. 6 m. Całość zajmowała około 500 m². Obecnie zachowały się fragmenty murów, ściany działowej, baszty i bramy.",Q110427728,https://www.wikidata.org/wiki/Q110427728,pl:Zamek w Wojsławicach,https://pl.wikipedia.org/wiki/Zamek_w_Wojs%C5%82awicach,2026-08-14
POINT (19.926388639 53.910636401),19.926388639,53.910636401,Polska,warmińsko-mazurskie,ostródzki,Morąg,14-300,K01.30.10,Zamki,good,full,fair,K01.30.10.K7RR9F,Zamek w Morągu,"Zamek w Morągu to gotycka warownia wzniesiona przez Zakon Krzyżacki w XIV wieku, usytuowana w widłach dawnych rozlewisk rzecznych i jeziora zamkowego. Obiekt powstał w miejscu wcześniejszej strażnicy pruskiej i pełnił funkcję siedziby krzyżackich urzędników (prokuratorów i wójtów), zabezpieczając szlaki handlowe i kolonizację tej części Prus Górnych. Pierwotne założenie powstało z czerwonej cegły na kamiennej podmurówce, na planie nieregularnego czworoboku dostosowanego do topografii terenu.",Q16619027,https://www.wikidata.org/wiki/Q16619027,pl:Zamek w Morągu,https://pl.wikipedia.org/wiki/Zamek_w_Mor%C4%85gu,2026-08-14
POINT (16.01654755859113 50.96803417223721),16.01654755859113,50.96803417223721,Polska,dolnośląskie,jaworski,Bolków,59-420,K01.30.10,Zamki,fair,limited,fair,K01.30.10.KBSSF4,Zamek w Lipie,Zamek w Lipie to średniowieczna warownia wzniesiona prawdopodobnie na przełomie XIV i XV wieku we wsi Lipa koło Bolkowa. Do dziś zachowały się jego ruiny. Obiekt ma prywatnego właściciela i jest zabezpieczany.,Q9386674,https://www.wikidata.org/wiki/Q9386674,pl:Zamek w Lipie,https://pl.wikipedia.org/wiki/Zamek_w_Lipie,2026-08-14
POINT (21.535486126 50.501758342),21.535486126,50.501758342,Polska,podkarpackie,tarnobrzeski,Baranów Sandomierski,39-450,K01.30.10,Zamki,good,full,excellent,K01.30.10.KECZY1,Zamek w Baranowie Sandomierskim,"Zamek w Baranowie Sandomierskim wzniesiono w latach 1591–1606 jako późnorenesansową rezydencję typu palazzo in fortezza na miejscy dworu obronnego. Trzykondygnacyjna budowla na planie prostokąta ma narożne baszty, arkadowe krużganki, dziedziniec, attykę i dekoracje sgraffitowe. Około 1620 r. otoczono ją fortyfikacjami bastionowymi. Obecnie zamek jest odrestaurowany, dobrze zachowany i częściowo udostępniony zwiedzającym.",Q614041,https://www.wikidata.org/wiki/Q614041,pl:Zamek w Baranowie Sandomierskim,https://pl.wikipedia.org/wiki/Zamek_w_Baranowie_Sandomierskim,2026-08-14
POINT (20.037096424907812 53.43358943426432),20.037096424907812,53.43358943426432,Polska,warmińsko-mazurskie,ostródzki,Dąbrówno,14-120,K01.30.10,Zamki,good,partial,poor,K01.30.10.KFL5JA,Zamek w Dąbrównie,"Zamek w Dąbrównie wzniesiono na początku XIV w. jako gotycką warownię krzyżacką, powiązaną z systemem obronnym miasta. Początkowo powstało skrzydło północne, a w latach 1683–1696 dobudowano skrzydła wschodnie i południowe, przekształcając zamek w barokową rezydencję. W 1945 r. został spalony. Obecnie zachowały się przede wszystkim mury zewnętrzne i piwnice dawnego założenia.",Q9386630,https://www.wikidata.org/wiki/Q9386630,pl:Zamek w Dąbrównie,https://pl.wikipedia.org/wiki/Zamek_w_D%C4%85br%C3%B3wnie,2026-08-14
POINT (15.455611055 51.160875517),15.455611055,51.160875517,Polska,dolnośląskie,bolesławiecki,Nowogrodziec,59-730,K01.30.10,Zamki,good,partial,bad,K01.30.10.KJ28XD,Zamek w Gościszowie,"Zamek w Gościszowie wzniesiono w XIII–XIV w. jako gotycką siedzibę rycerską, później wielokrotnie przebudowywaną. W XVI w. uzyskał formy renesansowe, a w kolejnych stuleciach był rozbudowywany jako rezydencja mieszkalna. Założenie obejmowało wieloskrzydłową zabudowę z dziedzińcem, wieżą i elementami obronnymi. Po 1945 r. obiekt został zdewastowany i popadł w ruinę. Obecnie zachowały się rozległe fragmenty murów i części dawnej zabudowy zamkowej.",Q9386640,https://www.wikidata.org/wiki/Q9386640,pl:Zamek w Gościszowie,https://pl.wikipedia.org/wiki/Zamek_w_Go%C5%9Bciszowie,2026-08-14
POINT (19.219291508 50.039920185),19.219291508,50.039920185,Polska,małopolskie,oświęcimski,Oświęcim,32-600,K01.30.10,Zamki,fair,full,excellent,K01.30.10.KK5FWE,Zamek w Oświęcimiu,"Zamek w Oświęcimiu to średniowieczna warownia o gotyckim rodowodzie, której początki sięgają XIII wieku. Najcenniejszym elementem jest zachowana wieża oraz dwukondygnacyjne skrzydło zamkowe z początku XVI wieku. Na wzgórzu zachowały się również fragmenty murów obronnych i bastei. Zamek był wielokrotnie przebudowywany po pożarach i zniszczeniach wojennych, jednak zachował swój historyczny charakter. W XX wieku przeszedł gruntowną renowację, a obecnie mieści siedzibę Muzeum Zamek w Oświęcimiu.",Q9386704,https://www.wikidata.org/wiki/Q9386704,pl:Zamek w Oświęcimiu,https://pl.wikipedia.org/wiki/Zamek_w_O%C5%9Bwi%C4%99cimiu,2026-08-14
POINT (20.688906 49.628349),20.688906,49.628349,Polska,małopolskie,Nowy Sącz,Nowy Sącz,33-300,K01.30.10,Zamki,fair,full,poor,K01.30.10.KMKV89,Zamek Królewski w Nowym Sączu,"Zamek został wzniesiony przez Wacława II Czeskiego na miejscu wcześniejszej drewnianej strażnicy. Informację tę potwierdza dokument z 1331 roku. W 1611 roku obiekt ucierpiał w pożarze, a następnie w latach 1611-1615 został rozbudowany. Zamek uległ całkowitemu zniszczeniu w 1945 roku w wyniku potężnej eksplozji. Do dziś zachowały się jedynie jego szczątki na narożu skarpy. Istniejąca Baszta Kowalska i fragmenty murów przyziemia nie należały do zamku, lecz do miejskiego systemu obronnego.",Q7067219,https://www.wikidata.org/wiki/Q7067219,pl:Zamek Królewski w Nowym Sączu,https://pl.wikipedia.org/wiki/Zamek_Kr%C3%B3lewski_w_Nowym_S%C4%85czu,2026-08-14
POINT (20.826112741 49.926623604),20.826112741,49.926623604,Polska,małopolskie,tarnowski,Wojnicz,32-830,K01.30.10,Zamki,poor,full,poor,K01.30.10.KRVXM4,Zamek Trzewlin,"Zamek Trzewlin wzniesiono w XIV w. jako rycerską warownię w systemie obronnym doliny Dunajca. Założenie składało się z zamku górnego na planie kwadratu 40 × 40 m, otoczonego kamiennym murem, zamku dolnego oraz ufortyfikowanego podgrodzia, rozdzielonych suchą fosą. W XVII w. zamek popadł w ruinę i został rozebrany. Obecnie zachowały się jedynie niewielkie fragmenty murów oraz ślady fosy.",Q9386564,https://www.wikidata.org/wiki/Q9386564,pl:Zamek Trzewlin,https://pl.wikipedia.org/wiki/Zamek_Trzewlin,2026-08-14
POINT (19.661720253840908 51.43689325651283),19.661720253840908,51.43689325651283,Polska,łódzkie,Piotrków Trybunalski,Piotrków Trybunalski,97-300,K01.30.10,Zamki,fair,partial,excellent,K01.30.10.KU9YL9,Zamek Bykowskich w Bykach,"Zabytkowy zamek w Bykach obecnie znajdujący się w granicach miejscowości Piotrków Trybunalski, późnorenesansowa budowla na rzucie wydłużonego prostokąta po II wojnie światowej przeszedł na rzecz skarbu państwa. W latach 1959-1964 został odremontowany i przeznaczony na cele oświatowe. W dniu dzisiejszym znajduje się w nim Ośrodek Doradztwa Rolniczego.",Q30092090,https://www.wikidata.org/wiki/Q30092090,pl:Zamek Bykowskich w Bykach,https://pl.wikipedia.org/wiki/Zamek_Bykowskich_w_Bykach,2026-08-14
POINT (16.794504869 50.738155186),16.794504869,50.738155186,Polska,dolnośląskie,dzierżoniowski,Niemcza,58-217,K01.30.10,Zamki,good,partial,excellent,K01.30.10.KWCX7A,Zamek w Goli Dzierżoniowskiej,"Zamek w Goli Dzierżoniowskiej wzniesiono w XVI w. jako renesansową rezydencję o cechach obronnych. Założenie obejmowało murowany korpus mieszkalny, dziedziniec, wieżę oraz elementy fortyfikacyjne, a w kolejnych stuleciach było przebudowywane. Obiekt stopniowo tracił pierwotne funkcje i ulegał degradacji. Budynek został odremontowany i znajduje się tak hotel i SPA.",Q1893174,https://www.wikidata.org/wiki/Q1893174,pl:Zamek w Goli Dzierżoniowskiej,https://pl.wikipedia.org/wiki/Zamek_w_Goli_Dzier%C5%BConiowskiej,2026-08-14
POINT (18.125047083036275 50.22769788820628),18.125047083036275,50.22769788820628,Polska,opolskie,kędzierzyńsko-kozielski,Polska Cerekiew,47-260,K01.30.10,Zamki,good,partial,good,K01.30.10.KWL9CM,Zamek w Polskiej Cerekwi,"Zamek w Polskiej Cerekwi wzniesiono w XVI w. jako renesansową rezydencję o funkcjach mieszkalnych i obronnych. Założenie miało regularny układ z dziedzińcem, skrzydłami mieszkalnymi oraz elementami fortyfikacyjnymi, a w kolejnych stuleciach było przebudowywane. Po zniszczeniach w XX w. obiekt popadł w ruinę. Obecnie zachowały się fragmenty murów i relikty dawnej zabudowy zamkowej.",Q30224184,https://www.wikidata.org/wiki/Q30224184,pl:Zamek w Polskiej Cerekwi,https://pl.wikipedia.org/wiki/Zamek_w_Polskiej_Cerekwi,2026-08-30
POINT (22.548574 49.907982),22.548574,49.907982,Polska,podkarpackie,jarosławski,Pruchnik,37-560,K01.30.10,Zamki,good,partial,fair,K01.30.10.L1YQF8,Zamek w Pruchniku,"Ruiny zamku w Węgierce (woj. podkarpackie) to pozostałości XVI-wiecznej, czworobocznej rezydencji bastejowo-obronnej rodu Pieniążków. Obiekt spłonął pod koniec XVIII wieku i popadł w ruinę. Do dziś przetrwała głównie charakterystyczna, czterokondygnacyjna, cylindryczna baszta zwana przez miejscowych „Basztą”.",Q126706005,https://www.wikidata.org/wiki/Q126706005,pl:Zamek w Pruchniku,https://pl.wikipedia.org/wiki/Zamek_w_Pruchniku,2026-08-14
POINT (18.45963287 53.106121147),18.45963287,53.106121147,Polska,kujawsko-pomorskie,toruński,Łubianka,87-152,K01.30.10,Zamki,good,partial,excellent,K01.30.10.L4B8J8,Zamek Bierzgłowski,"Zamek Bierzgłowski wzniesiono w latach 1270–1305 jako gotycką siedzibę komturów krzyżackich. Składa się z dwuskrzydłowego zamku wysokiego z refektarzem i kapitularzem, przedzamcza, wieży bramnej, murów oraz fosy. Cennym elementem jest ceramiczny tympanon portalu z ok. 1300 r. W XIX–XX w. zamek restaurowano w duchu neogotyckim. Obecnie należy do Diecezji Toruńskiej i jest sukcesywnie odnawiany.",Q48865940,https://www.wikidata.org/wiki/Q48865940,pl:Zamek Bierzgłowski (zabytek),https://pl.wikipedia.org/wiki/Zamek_Bierzg%C5%82owski_%28zabytek%29,2026-08-14
POINT (15.619231792 50.911674468),15.619231792,50.911674468,Polska,dolnośląskie,karkonoski,Stara Kamienica,58-512,K01.30.10,Zamki,good,full,poor,K01.30.10.L6L1C6,Zamek w Rybnicy,Ruiny średniowiecznego zamku położone na zalesionym wzgórzu. Do czasów dzisiejszych zachowała się ściana jednego z budynków.,Q9386732,https://www.wikidata.org/wiki/Q9386732,pl:Zamek w Rybnicy,https://pl.wikipedia.org/wiki/Zamek_w_Rybnicy,2026-08-14
POINT (22.975876506 50.692091823),22.975876506,50.692091823,Polska,lubelskie,zamojski,Szczebrzeszyn,22-460,K01.30.10,Zamki,fair,full,poor,K01.30.10.LCSXLD,Zamek w Szczebrzeszynie,"Zamek w Szczebrzeszynie wzniesiono w XIV w., prawdopodobnie jako murowaną warownię królewską. Głównym elementem była trzykondygnacyjna, czworoboczna wieża o wymiarach ok. 7,6 × 10,4 m, później ozdobiona renesansowo, otoczona zabudową gospodarczą i palisadą. Zamek rozbudowywano w XVI w. Obecnie zachowały się relikty wieży i murów, a na wzgórzu zamkowym funkcjonuje platforma widokowa.",Q30104179,https://www.wikidata.org/wiki/Q30104179,pl:Zamek w Szczebrzeszynie,https://pl.wikipedia.org/wiki/Zamek_w_Szczebrzeszynie,2026-08-14
POINT (22.648806442 49.776510527),22.648806442,49.776510527,Polska,podkarpackie,przemyski,Krasiczyn,37-741,K01.30.10,Zamki,good,full,excellent,K01.30.10.LJBN85,Zamek w Krasiczynie,"Zamek w Krasiczynie wzniesiono na przełomie XVI i XVII w. jako renesansową rezydencję obronną rodu Krasickich. Założenie ma plan czworoboku z dziedzińcem, czterema narożnymi basztami o zróżnicowanej formie, arkadowymi krużgankami i bogatą dekoracją sgraffitową. W kolejnych stuleciach zamek przebudowywano, zachowując reprezentacyjny charakter. Obecnie jest odrestaurowany i pełni funkcje muzealne, hotelowe i konferencyjne.",Q2969507,https://www.wikidata.org/wiki/Q2969507,pl:Zamek w Krasiczynie,https://pl.wikipedia.org/wiki/Zamek_w_Krasiczynie,2026-08-14
POINT (19.688936382 52.541352598),19.688936382,52.541352598,Polska,mazowieckie,Płock,Płock,09-400,K01.30.10,Zamki,good,full,fair,K01.30.10.LQSJLK,Zamek książąt mazowieckich w Płocku,"Zamek książąt mazowieckich w Płocku wzniesiono w XIV w. jako murowaną siedzibę książęcą na Wzgórzu Tumskim. Założenie obejmowało mury obronne, zabudowę mieszkalną oraz dwie charakterystyczne wieże: Szlachecką i Zegarową. Po włączeniu Mazowsza do Korony zamek tracił znaczenie i był stopniowo przekształcany. Obecnie zachowane wieże i fragmenty zabudowy są częścią zespołu katedralno-zamkowego i mieszczą Muzeum Diecezjalne.",Q9386589,https://www.wikidata.org/wiki/Q9386589,pl:Zamek książąt mazowieckich w Płocku,https://pl.wikipedia.org/wiki/Zamek_ksi%C4%85%C5%BC%C4%85t_mazowieckich_w_P%C5%82ocku,2026-08-14
POINT (15.154565341 53.278109167),15.154565341,53.278109167,Polska,zachodniopomorskie,stargardzki,Dolice,73-115,K01.30.10,Zamki,good,full,poor,K01.30.10.LXMSW7,Zamek w Krępcewie,"Ruiny Zamku w Krępcewie  Rycerska Twierdza Rodu von Wedel Ruiny zamku w Krępcewie to pozostałości nizinnej, gotyckiej warowni rycerskiej z XIV wieku. Usytuowany na prawym brzegu rzeki Iny zamek stanowił gniazdo rodowe potężnej pomorskiej linii rodu von Wedel, pełniąc funkcję strategicznej strażnicy na pograniczu Księstwa Pomorskiego i Nowej Marchii. Historia i Architektura Budowa murowanego zamku rozpoczęła się około 1338 roku z inicjatywy Hasso von Wedla.",Q33325666,https://www.wikidata.org/wiki/Q33325666,n/a,n/a,2026-08-14
POINT (17.362529277 53.664499387),17.362529277,53.664499387,Polska,pomorskie,człuchowski,Człuchów,77-300,K01.30.10,Zamki,good,full,fair,K01.30.10.M9NH6K,Zamek w Człuchowie,"Zamek w Człuchowie był jednym z najpotężniejszych założeń obronnych Zakonu Krzyżackiego, pod względem wielkości ustępującym jedynie siedzibie Wielkiego Mistrza w Malborku. Budowę warowni rozpoczęto po 1312 roku na strategicznym przesmyku między jeziorami, a prace trwały do około 1365 roku. Obiekt pełnił funkcję siedziby komtura i konwentu, chroniąc kluczowy szlak prowadzący z krajów niemieckich do Prus.",Q2240580,https://www.wikidata.org/wiki/Q2240580,pl:Zamek w Człuchowie,https://pl.wikipedia.org/wiki/Zamek_w_Cz%C5%82uchowie,2026-08-14
POINT (19.561972962 52.262455021),19.561972962,52.262455021,Polska,łódzkie,kutnowski,Oporów,99-322,K01.30.10,Zamki,good,full,excellent,K01.30.10.MCRYC4,Zamek w Oporowie,"Zamek w Oporowie wzniesiono w latach 1434–1449 jako gotycką rezydencję obronną rodu Oporowskich. Ceglana warownia ma zwarty plan z wewnętrznym dziedzińcem, wieżą bramną, narożną wieżą oraz fosą. W późniejszych stuleciach wnętrza przekształcano w stylu renesansowym i barokowym. Obecnie zamek jest bardzo dobrze zachowany, otoczony parkiem i mieści muzeum.",Q9386697,https://www.wikidata.org/wiki/Q9386697,pl:Zamek w Oporowie,https://pl.wikipedia.org/wiki/Zamek_w_Oporowie,2026-08-14
POINT (19.454009710561294 52.42979037222805),19.454009710561294,52.42979037222805,Polska,mazowieckie,gostyniński,Gostynin,09-500,K01.30.10,Zamki,good,partial,excellent,K01.30.10.MDHG4E,Zamek w Gostyninie,Pozostałości zamku książąt mazowieckich zbudowanego prawdopodobnie w końcu XIVw. Był siedzibą kasztelana. Podupadły w XVIw. Odbudowany na początku XVIIw. Zniszczony przez Szwedów w XVIIw - uległ ruinie. Przebudowany na kościół w XIXw. W jego zabudowie - wieża dawnego zamku oraz fragmenty fosy.Na jego miejscu znajduje się stylizowanyc hotel.,Q9386637,https://www.wikidata.org/wiki/Q9386637,pl:Zamek w Gostyninie,https://pl.wikipedia.org/wiki/Zamek_w_Gostyninie,2026-08-30
POINT (17.545084849 51.124072979),17.545084849,51.124072979,Polska,dolnośląskie,oleśnicki,Bierutów,56-420,K01.30.10,Zamki,good,limited,fair,K01.30.10.ME5BUC,Zamek w Bierutowie,"Zamek w Bierutowie to XIV-wieczna dawna siedziba książęca, która po licznych przebudowach w stylu gotyckim, renesansowym i barokowym oraz okresach zaniedbań, pełni obecnie funkcję budynku mieszkalnego, zachowując historyczną wieżę zamkową i barokową bramę wjazdową.",Q19851255,https://www.wikidata.org/wiki/Q19851255,pl:Zamek w Bierutowie,https://pl.wikipedia.org/wiki/Zamek_w_Bierutowie,2026-08-14
