object_type,name,country,province,district,municipality,post_code,nearest_address,state,accessibility,veracity_score,description,wikipedia,wikidata
K01.20.30 - Dwory inne,Dwór Dziećmierowo,Polska,wielkopolskie,poznański,Kórnik,62-035,"wielkopolskie, poznański, Kórnik, Dziećmierowo, Dworcowa 88",,,,,,
K01.20.20 - Dwory szlacheckie,Grabonóg,Polska,wielkopolskie,gostyński,Piaski,63-820,"wielkopolskie, gostyński, Piaski, Grabonóg 63",,,,,,
K01.20.30 - Dwory inne,Szelejewo Drugie,Polska,wielkopolskie,gostyński,Piaski,63-820,"wielkopolskie, gostyński, Piaski, Szelejewo Drugie 1",,,,,,
K01.20.30 - Dwory inne,Izbice,Polska,wielkopolskie,rawicki,Rawicz,63-900,"wielkopolskie, rawicki, Rawicz, Izbice 77",,,,,,
K01.30.10 - Zamki,Muzeum Zamek Opalińskich w Sierakowie,Polska,wielkopolskie,międzychodzki,Sieraków,64-410,"wielkopolskie, międzychodzki, Sieraków, Sieraków, Stadnina 3a",fair,full,good,"Zamek Opalińskich w Sierakowie to częściowo odbudowana, dawna rezydencja magnacka, która malowniczo wznosi się nad brzegiem Warty w województwie wielkopolskim. Choć historia tego miejsca sięga XIV wieku, jego złoty wiek przypada na czas, gdy obiekt stał się własnością potężnego i wpływowego rodu Opalińskich.

Dzisiejszy wygląd zamku to efekt gruntownej odbudowy przeprowadzonej w latach 90. XX wieku, którą zrealizowano na zachowanych, oryginalnych gotyckich piwnicach. Obecna bryła z charakterystycznym, spadzistym dachem i jasnymi elewacjami reprezentuje styl renesansowy oraz barokowy, nawiązując bezpośrednio do czasów największej świetności obiektu.

W odbudowanym skrzydle południowym mieści się obecnie Muzeum Zamku Opalińskich. Prezentowane tam wystawy przybliżają bogatą historię regionu, dzieje rodów magnackich oraz dawne rzemiosło. Największym i najcenniejszym skarbem zamku jest jednak unikalna ekspozycja pięciu bogato zdobionych, cynowych sarkofagów członków rodu Opalińskich, w tym znanego polityka i poety Krzysztofa Opalińskiego. Zostały one odkryte przypadkowo w 1991 roku w podziemiach pobliskiego kościoła pobernardyńskiego i są uznawane za światowej klasy zabytki sztuki sepulkralnej.

Zamek otacza zadbany park, który płynnie łączy się z nadrzecznymi terenami Warty, co dodaje całemu założeniu spacerowego i rekreacyjnego charakteru. Współcześnie obiekt pełni funkcję prężnego ośrodka kultury i jest jedną z najważniejszych atrakcji historycznych na terenie Sierakowskiego Parku Krajobrazowego.",pl:Muzeum Zamek Opalińskich,Q11787267
K01.20.20 - Dwory szlacheckie,Turek,Polska,wielkopolskie,turecki,Turek,62-700,"wielkopolskie, turecki, Turek, Turek, Konińska 2",,,,,,
K01.20.30 - Dwory inne,Górka,Polska,wielkopolskie,obornicki,Oborniki,64-600,"wielkopolskie, obornicki, Oborniki, Górka 45",,,,,,
K01.20.30 - Dwory inne,Dwór Runowo,Polska,wielkopolskie,czarnkowsko-trzcianecki,Trzcianka,64-980,"wielkopolskie, czarnkowsko-trzcianecki, Trzcianka, Runowo 38",,,,,,
K01.20.30 - Dwory inne,Dwór Wrząca,Polska,wielkopolskie,czarnkowsko-trzcianecki,Trzcianka,64-980,"wielkopolskie, czarnkowsko-trzcianecki, Trzcianka, Wrząca 1A",,,,,,
K01.20.30 - Dwory inne,Dwór Trzcianka,Polska,wielkopolskie,czarnkowsko-trzcianecki,Trzcianka,64-980,"wielkopolskie, czarnkowsko-trzcianecki, Trzcianka, Trzcianka, Stefana Żeromskiego 36a",,,,,,
K01.20.30 - Dwory inne,Mierzejewo,Polska,wielkopolskie,leszczyński,Krzemieniewo,64-120,"wielkopolskie, leszczyński, Krzemieniewo, Mierzejewo 10",,,,,,
K01.20.30 - Dwory inne,Dwór w Przysiece,Polska,wielkopolskie,wągrowiecki,Wągrowiec,62-100,"wielkopolskie, wągrowiecki, Wągrowiec, Przysieka 8",,,,,,
K01.20.20 - Dwory szlacheckie,Jabłkowo,Polska,wielkopolskie,wągrowiecki,Skoki,62-285,"wielkopolskie, wągrowiecki, Skoki, Jabłkowo 14",excellent,,,,,
K01.20.30 - Dwory inne,Krzycko Wielkie,Polska,wielkopolskie,leszczyński,Włoszakowice,64-117,"wielkopolskie, leszczyński, Włoszakowice, Krzycko Wielkie, Mieczysława Górnego 3",,,,,,
K01.20.30 - Dwory inne,Dwór Dzierżążno Wielkie,Polska,wielkopolskie,czarnkowsko-trzcianecki,Wieleń,64-730,"wielkopolskie, czarnkowsko-trzcianecki, Wieleń, Dzierżążno Wielkie 130",,,,,,
K01.20.30 - Dwory inne,Dwór w Brzeźnie,Polska,wielkopolskie,czarnkowsko-trzcianecki,Czarnków,64-700,"wielkopolskie, czarnkowsko-trzcianecki, Czarnków, Brzeźno, Parkowa 2",,,,,,
K01.20.30 - Dwory inne,Piaski,Polska,łódzkie,łowicki,Bielawy,99-423,"łódzkie, łowicki, Bielawy, Piaski Bankowe 22",,,,,,
K01.20.30 - Dwory inne,Kamionacz,Polska,łódzkie,sieradzki,Warta,98-290,"łódzkie, sieradzki, Warta, Kamionacz 11",,,,,,
K01.20.30 - Dwory inne,Miksztal,Polska,łódzkie,kutnowski,Nowe Ostrowy,99-350,"łódzkie, kutnowski, Nowe Ostrowy, Miksztal 26",excellent,limited,good,"Dwór w Miksztalu to zabytkowa, klasycystyczna siedziba ziemiańska wzniesiona w XIX wieku, stanowiąca niegdyś centrum lokalnego majątku. Parterowy budynek o zwartej bryle i skromnym wystroju architektonicznym otaczał park krajobrazowy z pomnikowym starodrzewem. Po II wojnie światowej obiekt pełnił funkcje użytkowe, stopniowo tracąc pierwotny charakter. Mimo przekształceń zachował historyczną bryłę i pozostaje cennym przykładem wiejskiej architektury dworskiej regionu.",,
K01.20.30 - Dwory inne,Dwór w Wysokiej Wielkiej,Polska,łódzkie,kutnowski,Kutno,99-300,"łódzkie, kutnowski, Kutno, Wysoka Wielka 22",,,,,,
K01.20.30 - Dwory inne,Bukowie Dolne,Polska,łódzkie,bełchatowski,Drużbice,97-403,"łódzkie, bełchatowski, Drużbice, Bukowie Dolne 31",,,,,,
K01.20.30 - Dwory inne,Wojszyce,Polska,łódzkie,kutnowski,Bedlno,99-311,"łódzkie, kutnowski, Bedlno, Wojszyce 48A",,,,,,
K01.20.30 - Dwory inne,Cielętniki,Polska,śląskie,częstochowski,Dąbrowa Zielona,42-265,"śląskie, częstochowski, Dąbrowa Zielona, Cielętniki, Ogrodowa 10",fair,limited,good,,Dwór w Cielętnikach,
K01.20.30 - Dwory inne,Dwór Bujały,Polska,łódzkie,rawski,Sadkowice,96-206,"łódzkie, rawski, Sadkowice, Bujały 8",,,,,,
K01.20.30 - Dwory inne,Sadkowice,Polska,łódzkie,rawski,Sadkowice,96-206,"łódzkie, rawski, Sadkowice, Sadkowice 115",,,,,,
K01.20.30 - Dwory inne,Dwór Ossowice,Polska,łódzkie,rawski,Cielądz,96-214,"łódzkie, rawski, Cielądz, Ossowice 95A",,,,,,
K01.20.30 - Dwory inne,Dwór w Suliszewie,Polska,łódzkie,skierniewicki,Nowy Kawęczyn,96-115,"łódzkie, skierniewicki, Nowy Kawęczyn, Suliszew 58a",,,,,,
K01.20.30 - Dwory inne,Reczków Stary,Polska,łódzkie,radomszczański,Przedbórz,97-570,"łódzkie, radomszczański, Przedbórz, Reczków Stary 5",,,,,,
K01.20.30 - Dwory inne,Młogoszyn,Polska,łódzkie,kutnowski,Krzyżanów,99-314,"łódzkie, kutnowski, Krzyżanów, Młogoszyn 24",,,,,,
K01.20.30 - Dwory inne,Dwór w Celigowie,Polska,łódzkie,skierniewicki,Głuchów,96-130,"łódzkie, skierniewicki, Głuchów, Celigów 50",,,,,,
K01.30.10 - Zamki,Zamek Skarbczyk w Jarocinie,Polska,wielkopolskie,jarociński,Jarocin,63-200,"wielkopolskie, jarociński, Jarocin, Jarocin, Park 1",excellent,full,fair,"Skarbczyk w Jarocinie (często określany jako dawny zamek) to niezwykle cenny zabytek o wielowiekowej historii, malowniczo usytuowany na niewielkim wzniesieniu w granicach obecnego parku miejskiego. Obiekt ten stanowi materialny zapis początków miasta i ewolucji prywatnych siedzib rycerskich w Wielkopolsce.

Historia tego miejsca sięga najprawdopodobniej XIII wieku, kiedy to wzniesiono tu pierwszą rezydencję rodu Zarembów – dawnych właścicieli Jarocina. Ta pierwotna warownia miała charakter drewniano-ziemny; składała się z drewnianej wieży obronnej oraz przylegających do niej pomieszczeń bytowych. Założenie to stało się zalążkiem murowanego zamku, o którym pierwsze oficjalne wzmianki w dokumentach historycznych pochodzą z 1369 roku.

Pod koniec XIV wieku drewniane zabudowania strawił pożar. Katastrofa ta skłoniła Zarembów do wzniesienia nowej, znacznie bezpieczniejszej, murowanej budowli obronnej. Do czasów współczesnych, w formie częściowo zrekonstruowanej, przetrwał budynek zwany Skarbczykiem, będący dawną wieżą mieszkalną, wraz z czytelnymi fragmentami dawnych mury zamkowych.

Przez kolejne stulecia Skarbczyk nieprzerwanie pełnił funkcję reprezentacyjną, służąc jako rezydencja kolejnych właścicieli dóbr jarocińskich aż do końca XVIII wieku. Gdy ród Radolińskich przeniósł się do nowego, okazałego pałacu wzniesionego w pobliżu, opuszczona wieża zaczęła podupadać i ostatecznie popadła w ruinę.

Druga młodość obiektu nadeszła wraz z jego odnowieniem – po renowacji budynek zaadaptowano na cele administracyjne, lokując w nim cenne archiwum rodu Radolińskich oraz akta majątkowe miasta.

Przełomowym momentem w najnowszej historii zabytku były gruntowne i pieczołowite prace remontowe zakończone w 2001 roku. Dzięki tej rewitalizacji Skarbczyk odzyskał dawny blask i stał się siedzibą Muzeum Regionalnego w Jarocinie. Dziś to urokliwe miejsce łączy funkcję świadka najstarszych dziejów miasta z prężnie działającym ośrodkiem kulturalnym i edukacyjnym na mapie Wielkopolski.",,
K01.20.30 - Dwory inne,Dwór w Ożarowie Mazowieckim,Polska,mazowieckie,warszawski zachodni,Ożarów Mazowiecki,05-850,"mazowieckie, warszawski zachodni, Ożarów Mazowiecki, Ożarów Mazowiecki, Józefa Poniatowskiego 1",,,,,,
K01.20.30 - Dwory inne,Halin,Polska,mazowieckie,wyszkowski,Wyszków,07-200,"mazowieckie, wyszkowski, Wyszków, Puste Łąki, Akacjowa 9",,,,,,
K01.20.30 - Dwory inne,Dworek Sulejówek,Polska,mazowieckie,miński,Sulejówek,05-070,"mazowieckie, miński, Sulejówek, Sulejówek, 11 Listopada 139",,,,,,
K01.20.30 - Dwory inne,Dwór Karschów,Polska,mazowieckie,Radom,Radom,26-612,"mazowieckie, Radom, Radom, Radom, Bolesława Limanowskiego 42",,,,,,
K01.20.30 - Dwory inne,Dwór Strusinek,Polska,mazowieckie,ciechanowski,Sońsk,06-430,"mazowieckie, ciechanowski, Sońsk, Strusinek 13",,,,,,
K01.20.30 - Dwory inne,Chylice-Pólko,Polska,mazowieckie,piaseczyński,Piaseczno,05-500,"mazowieckie, piaseczyński, Piaseczno, Chylice-Pólko, Czesława Miłosza 1",,,,,,
K01.20.30 - Dwory inne,Dwór Józefa Kantego,Polska,mazowieckie,Warszawa,Warszawa,03-131,"mazowieckie, Warszawa, Warszawa, Warszawa, ulica Józefa Mehoffera 4",,,,,,
K01.20.30 - Dwory inne,Góra Kalwaria - Dwór cadyka Icchaka Meir Rothenberga Altera,Polska,mazowieckie,piaseczyński,Góra Kalwaria,05-530,"mazowieckie, piaseczyński, Góra Kalwaria, Góra Kalwaria, Pijarska 10A",,,,,,
K01.30.10 - Zamki,Ruina zamku w Czersku,Polska,mazowieckie,piaseczyński,Góra Kalwaria,05-530,"mazowieckie, piaseczyński, Góra Kalwaria, Czersk, Plac Tysiąclecia 16",fair,full,good,"Majestatycznie wznoszące się nad doliną Wisły ruiny zamku w Czersku (województwo mazowieckie, powiat piaseczyński, gmina Góra Kalwaria) to jeden z najważniejszych i najbardziej ikonicznych zabytków architektury obronnej na Mazowszu. Ta potężna, średniowieczna warownia stanowiła serce niezależnego Księstwa Mazowieckiego, zanim te tereny zostały na stałe włączone do Korony Królestwa Polskiego.

Początki murowanego zamku sięgają przełomu XIV i XV wieku (około 1388–1410 roku), kiedy to książę Janusz I Starszy zdecydował o zastąpieniu wcześniejszego grodu drewniano-ziemnego nowoczesną, ceglaną twierdzą. Czersk był wówczas główną stolicą i najpotężniejszym ośrodkiem władzy na południowym Mazowszu. Sytuacja zmieniła się dramatycznie pod koniec XV wieku, gdy Wisła odsunęła swoje koryto o kilka kilometrów na wschód, co pozbawiło miasto portu i znaczenia handlowego. Po śmierci ostatnich książąt mazowieckich w 1526 roku zamek stał się własnością królów polskich, a w XVI wieku, z inicjatywy królowej Bony Sforzy, został odnowiony i zyskał renesansowy blask. Kres świetności warowni przyniósł potop szwedzki w 1656 roku – wycofujące się wojska najeźdźców doszczętnie wysadziły i spaliły obiekt, pozostawiając go w trwałej ruinie.

Konstrukcja zamku idealnie wykorzystywała obronne walory stromej, polodowcowej skarpy. Warownię wzniesiono z czerwonej cegły na planie nieregularnego czworoboku, dostosowanego do kształtu wzgórza. Najbardziej charakterystycznym elementem założenia są trzy potężne, wysokie wieże: czworoboczna wieża bramna (z dawnym mostem zwodzonym) oraz dwie cylindryczne wieże narożne – Południowa (pełniąca funkcję więzienia) oraz Zachodnia. Wewnątrz murów obwodowych znajdował się dziedziniec, rezydencjonalny dom książęcy oraz kościół zamkowy.

Współcześnie zamek w Czersku to jedna z najlepiej zachowanych i najchętniej odwiedzanych trwałych ruin w centralnej Polsce. Do naszych czasów w pełnej wysokości przetrwały wszystkie trzy monumentalne wieże oraz łączące je wysokie kurtyny murów obwodowych. Obiekt jest w pełni udostępniony dla turystów, stanowiąc popularne miejsce organizacji turniejów rycerskich i rekonstrukcji historycznych, a z zamkowych wież roztacza się niezapomniana, rozległa panorama na pradolinę Wisły i okoliczne sady.",pl:Zamek książąt mazowieckich w Czersku,Q9386588
K01.20.30 - Dwory inne,Dwór Łopuszna,Polska,małopolskie,nowotarski,Nowy Targ,34-432,"małopolskie, nowotarski, Nowy Targ, Łopuszna, Gorczańska 14",,,,,,
K01.20.20 - Dwory szlacheckie,Nowy Sącz III,Polska,małopolskie,Nowy Sącz,Nowy Sącz,33-300,"małopolskie, Nowy Sącz, Nowy Sącz, Nowy Sącz, Jana Kochanowskiego 66",good,n/a,fair,,,
K01.20.30 - Dwory inne,Dwór Chorowice,Polska,małopolskie,krakowski,Mogilany,32-031,"małopolskie, krakowski, Mogilany, Chorowice, Adama Doboszyńskiego 48",,,,,,
K01.20.30 - Dwory inne,Dwór ks. Eustachego Sanguszko w Tarnowie,Polska,małopolskie,Tarnów,Tarnów,33-100,"małopolskie, Tarnów, Tarnów, Tarnów, Stefana Batorego 19",,,,,,
K01.20.30 - Dwory inne,Dwór Czyżowice,Polska,opolskie,prudnicki,Prudnik,48-200,"opolskie, prudnicki, Prudnik, Czyżowice 1",,,,,,
K01.20.30 - Dwory inne,Siedlec,Polska,opolskie,nyski,Otmuchów,48-385,"opolskie, nyski, Otmuchów, Siedlec 25",,,,,,
K01.20.20 - Dwory szlacheckie,Sarby,Polska,dolnośląskie,strzeliński,Przeworno,57-130,"dolnośląskie, strzeliński, Przeworno, Sarby 83",,,,,,
K01.20.30 - Dwory inne,Brzezinki,Polska,opolskie,kluczborski,Wołczyn,46-250,"opolskie, kluczborski, Wołczyn, Brzezinki, osiedle Brzezinki-Osiedle 1",,,,,,
K01.20.30 - Dwory inne,Kościeliska,Polska,opolskie,oleski,Radłów,46-324,"opolskie, oleski, Radłów, Kościeliska 36",,,,,,
K01.30.10 - Zamki,Ruiny zamku w Kostrzynie,Polska,lubuskie,gorzowski,Kostrzyn nad Odrą,66-470,"lubuskie, gorzowski, Kostrzyn nad Odrą, Kostrzyn nad Odrą, Berlińska 40",poor,full,good,"Wznoszący się niegdyś w zakolu Odry i Warty zamek w Kostrzynie nad Odrą (województwo lubuskie) to jeden z najbardziej tragicznych symboli wojennych zniszczeń na mapie Polski. Ta potężna, renesansowa rezydencja i serce potężnej twierdzy została niemal całkowicie starta z powierzchni ziemi u schyłku II wojny światowej.

Początki warowni sięgają XIV wieku, kiedy zakon joannitów wzniósł tu gotycki zamek, wykupiony później przez Krzyżaków. Kluczowy dla losów obiektu okazał się wiek XVI, gdy margrabia Jan Hohenzollern uczynił z Kostrzyna swoją stolicę. Przekształcił on średniowieczny zamek w monumentalną, renesansową rezydencję książęcą, wkomponowaną w nowoczesny system fortyfikacji bastionowych. Zamek stał się jedną z najpotężniejszych nowożytnych warowni w Europie Środkowej. To tutaj więziony był późniejszy król Prus, Fryderyk Wielki, który z zamkowego okna musiał oglądać egzekucję swojego przyjaciela, porucznika von Katte.

Kres istnienia zamku i całego Starego Miasta przyniósł przełom lutego i marca 1945 roku. Podczas trwających blisko dwa miesiące krwawych walk i zaciętego radzieckiego ostrzału artyleryjskiego, rejon twierdzy został zniszczony w niemal 100%. Po wojnie wypalonych, monumentalnych ruin zamku nie odbudowano – w latach sześćdziesiątych XX wieku podjęto decyzję o ich ostatecznej rozbiórce.

Współcześnie teren dawnego zamku i otaczającego go Starego Miasta nazywany jest „Kostrzyńskimi Pompejami”. Odgruzowane i zabezpieczone w formie trwałej ruiny odsłonięte piwnice zamkowe, fundamenty oraz brukowane ulice tworzą niesamowity, skłaniający do refleksji skansen historyczny. W odrestaurowanym sąsiednim Bastionie Filip działa nowoczesne muzeum, które za pomocą multimediów przywraca pamięć o dawnej potędze i tragicznej historii tego miejsca.",pl:Zamek w Kostrzynie nad Odrą,Q9386657
K01.20.30 - Dwory inne,Błażkowa Dolna,Polska,dolnośląskie,kamiennogórski,Lubawka,58-420,"dolnośląskie, kamiennogórski, Lubawka, Błażkowa 43",,,,,,
K01.20.30 - Dwory inne,Gierów,Polska,opolskie,brzeski,Grodków,49-200,"opolskie, brzeski, Grodków, Gierów 25",,,,,,
K01.20.20 - Dwory szlacheckie,Paczków,Polska,dolnośląskie,oleśnicki,Bierutów,56-420,"dolnośląskie, oleśnicki, Bierutów, Paczków 1",,,,,,
K01.20.30 - Dwory inne,Dwór Lubków ,Polska,dolnośląskie,bolesławiecki,Warta Bolesławiecka,59-720,"dolnośląskie, bolesławiecki, Warta Bolesławiecka, Lubków 2",,,,,,
K01.20.30 - Dwory inne,Dwór Strzeżewko,Polska,zachodniopomorskie,kamieński,Kamień Pomorski,72-400,"zachodniopomorskie, kamieński, Kamień Pomorski, Strzeżewko 1",excellent,partial,fair,"Dwór w dobrym stanie, obecnie własność prywatna - ośrodek wypoczynkowy",,https://www.wikidata.org/wiki/Q33259280
K01.20.30 - Dwory inne,Dwór Sienno,Polska,zachodniopomorskie,Szczecin,Szczecin,71-781,"zachodniopomorskie, Szczecin, Szczecin, Szczecin, Łączna 4",,,,,,
K01.20.30 - Dwory inne,Rzepkowo,Polska,zachodniopomorskie,koszaliński,Sianów,76-004,"zachodniopomorskie, koszaliński, Sianów, Rzepkowo 24",,,,,,
K01.20.30 - Dwory inne,Policko,Polska,zachodniopomorskie,koszaliński,Manowo,76-015,"zachodniopomorskie, koszaliński, Manowo, Policko 7",,,,,,
K01.20.30 - Dwory inne,Dwór Gałowo,Polska,zachodniopomorskie,szczecinecki,Szczecinek,78-400,"zachodniopomorskie, szczecinecki, Szczecinek, Gałowo 8",,,,,,
K01.20.30 - Dwory inne,Dwór w Górkach Pomorskich,Polska,zachodniopomorskie,kamieński,Kamień Pomorski,72-400,"zachodniopomorskie, kamieński, Kamień Pomorski, Górki 8",,,,,,
K01.20.30 - Dwory inne,Zagrody,Polska,zachodniopomorskie,świdwiński,Sławoborze,78-314,"zachodniopomorskie, świdwiński, Sławoborze, Zagrody 5",,,,,,
K01.30.10 - Zamki,Brama Brańska (relikty zamku) w Gryfinie,Polska,zachodniopomorskie,gryfiński,Gryfino,74-100,"zachodniopomorskie, gryfiński, Gryfino, Gryfino, Niepodległości 2",fair,partial,fair,"Gryfiński system fortyfikacji miejskich to jeden z najciekawszych zabytków sztuki obronnej na Pomorzu Zachodnim. Choć w mieście nigdy nie wzniesiono klasycznego zamku, potężne obwarowania z przełomu XIII i XIV wieku skutecznie pełniły funkcję militarnej strażnicy nad Odrą. Kamienno-ceglany mur obwodowy, wzniesiony z fundacji książąt pomorskich, pierwotnie otaczał całe miasto linią o długości ponad dwóch kilometrów, osiągając wysokość do sześciu metrów. System ten wzmocniony był fosą oraz niemal pięćdziesięcioma czatami – otwartymi od strony miasta basztami wykuszowymi.

Do czasów współczesnych przetrwały znaczne fragmenty murów, rozsiane w różnych punktach historycznego centrum, jednak ich najbardziej spektakularnym elementem jest Brama Bańska. Ta jedyna ocalała z trzech bram miejskich to potężna, czworoboczna wieża z XIV wieku, zbudowana z kamieni granitowych i wykończona w górnej partii czerwoną, gotycką cegłą. Jej elewację zdobią charakterystyczne, smukłe blendy i ostrołukowy przejazd, a całość wieńczy spiczasty dach. Współcześnie te surowe, średniowieczne relikty, wkomponowane w miejską zieleń, stanowią kluczowy punkt na trasie spacerowej po Gryfinie, przypominający o dawnej, strategicznej randze miasta na pograniczu pomorsko-brandenburskim.",Q33256017,"Gryfiński system fortyfikacji miejskich to jeden z najciekawszych zabytków sztuki obronnej na Pomorzu Zachodnim. Choć w mieście nigdy nie wzniesiono klasycznego zamku, potężne obwarowania z przełomu XIII i XIV wieku skutecznie pełniły funkcję militarnej strażnicy nad Odrą. Kamienno-ceglany mur obwodowy, wzniesiony z fundacji książąt pomorskich, pierwotnie otaczał całe miasto linią o długości ponad dwóch kilometrów, osiągając wysokość do sześciu metrów. System ten wzmocniony był fosą oraz niemal pięćdziesięcioma czatami – otwartymi od strony miasta basztami wykuszowymi.

Do czasów współczesnych przetrwały znaczne fragmenty murów, rozsiane w różnych punktach historycznego centrum, jednak ich najbardziej spektakularnym elementem jest Brama Bańska. Ta jedyna ocalała z trzech bram miejskich to potężna, czworoboczna wieża z XIV wieku, zbudowana z kamieni granitowych i wykończona w górnej partii czerwoną, gotycką cegłą. Jej elewację zdobią charakterystyczne, smukłe blendy i ostrołukowy przejazd, a całość wieńczy spiczasty dach. Współcześnie te surowe, średniowieczne relikty, wkomponowane w miejską zieleń, stanowią kluczowy punkt na trasie spacerowej po Gryfinie, przypominający o dawnej, strategicznej randze miasta na pograniczu pomorsko-brandenburskim."
