fid,@id,wkt,x_wgs84,y_wgs84,historic,name,building,addr:housenumber,addr:postcode,castle_type,source:addr,addr:city:simc,addr:place,addr:city,wikidata,source,addr:street,heritage,wikipedia,tourism,heritage:operator,ref:nid,building:levels,start_date,url,description,website,ruins,access,addr:street:sym_ul,image,source:geometry,source:building,name:de,wikimedia_commons,historic:civilization,phone,name:pl,type,alt_name,ref:ckkp,nid:inscription_date,email,name:en,old_name,amenity,roof:shape,addr:country,heritage:website,opening_hours,operator,roof:colour,ref:inspire,roof:levels,building:colour,building:fireproof,building:material,note,barrier,wheelchair,fee,check_date,wikipedia:pl,roof:material,height,mapillary,contact:phone,material,nid:website,addr:housename,building:architecture,name:ru,architect,building:levels:underground,contact:website,contact:email,name:uk,internet_access,layer,loc_name,name:fr,official_name,contact:facebook,name:cs,short_name,name:be,old_name:de,government,man_made,name:es,abandoned,office,social_facility,stars,alt_name:de,alt_name:pl,ele,fixme,name:hu,nid:ref,religion,source_ref,tower:type,building:use,denomination,heritage:since,museum,name:eo,name:zh,ref,toilets:wheelchair,admin_level,area,charge,cuisine,inscription,internet_access:fee,name:it,name:pt,roof:orientation,social_facility:for,year_of_construction
1535,way/354904159,POINT (20.845756591585285 50.6015994),20.845756591585285,50.6015994,manor,Dwór Gnoińskich z XVI w.,yes,,,,,,,,,,,2,,,nid,642279,3,,,,,,,,,EGiB,BDOT,,,,,,,,,,,,,,,,,,,,PL.1.9.ZIPOZ.NID_N_26_BK.65848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,way/355196032,POINT (22.66353525628418 53.4735326),22.66353525628418,53.4735326,castle,Twierdza Osowiec - Fort I Centralny,,,,fortress,,,,,Q1673336,,,no,pl:Osowiec-Twierdza,attraction,,,,,,"Twierdza Osowiec zbudowana przez Rosjan w latach 1882-1892. Twierdza składała się z 4 fortów: ""Centralny"" - fort nr 1, ""Zarzeczny"" - fort nr 2, ""Szwedzki"" - fort nr 3 i ""Nowy” fort nr 4.",,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Twierdza_Osowiec._Fort_I-tunel_zach..JPG/360px-Twierdza_Osowiec._Fort_I-tunel_zach..JPG,,,,,,,Twierdza Osowiec - Fort I Centralny,,,PD00686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Крепость,,,,,,,,,,,,,,Крэпасьць,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,way/355256154,POINT (15.309828404089451 53.58788735),15.309828404089451,53.58788735,castle,Zamek w Dobrej,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
1538,way/355341154,POINT (18.182763732674047 51.197671299999996),18.182763732674047,51.197671299999996,castle,Zamek królewski w Bolesławcu,,,,,,,,,,zamkilodzkie.pl,,,,attraction,,,,,,Zamek królewski w Bolesławcu wzniesiony w XIV w,https://www.zamkilodzkie.pl/pliki/boles.htm,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,way/355803407,POINT (21.267930103567128 52.2472624),21.267930103567128,52.2472624,manor,"Dworek ""Milusin""",house,5,05-070,,gugik.gov.pl,0921668,,Sulejówek,Q33382488,www.geoportal.gov.pl,Oleandrów,2,,,nid,,2,,,,,,,,,,,,,,,"Dworek ""Milusin""",,,,,,"""Milusin"" manor house",,,,,,,,,,,,,,,,,,,,,,,,,,Milusin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,way/356126142,POINT (17.16088235 53.5186269),17.16088235,53.5186269,manor,,yes,22,77-420,,lipka.e-mapa.net,0527109,Scholastykowo,,,geoportal.gov.pl:ortofoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,way/356360679,POINT (20.77286460683343 50.2828906),20.77286460683343,50.2828906,castle,Dworek z XVIIIw.,yes,47,28-136,palace,emuia.gugik.gov.pl,0256350,Winiary Dolne,,,,,,,,,,2,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,way/356607564,POINT (16.15363567791778 53.09433635),16.15363567791778,53.09433635,castle,,yes,1,78-630,manor,czlopa.e-mapa.net,,Czaplice,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,way/356635652,POINT (16.01270029850427 53.3685907),16.01270029850427,53.3685907,castle,Pałac Myśliwski Orle,yes,11,78-650,manor,miroslawiec.e-mapa.net,0528362,Orle,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,way/356635695,POINT (16.243094218448945 53.311147649999995),16.243094218448945,53.311147649999995,castle,,yes,1,78-652,palace,miroslawiec.e-mapa.net,,Próchnowo,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,way/356666806,POINT (19.98723106216635 50.2989866),19.98723106216635,50.2989866,manor,,yes,21,32-075,,emuia.gugik.gov.pl,0319204,Czaple Wielkie,,Q30172964,,,2,pl:Dwór w Czaplach Wielkich,,nid,A-653,,1876,,,,,,,,,EGiB,,Category:Manor in Czaple Wielkie,,,,,,,1993-05-17,,,,,,,https://zabytek.pl/pl/obiekty/dwor-czaple-wielkie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,way/356752512,POINT (16.150670311408717 53.19034535),16.150670311408717,53.19034535,castle,Zamek Tuczno,yes,1,78-640,stately,tuczno.e-mapa.net,0967185,,Tuczno,Q7851220,Starostwo Powiatowe w Wałczu,Zamkowa,,pl:Zamek w Tucznie,,,,,,,,,,,25547,,,,,,,,,,,ZP00835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,way/356752635,POINT (16.15843126123673 53.234453650000006),16.15843126123673,53.234453650000006,castle,Pałac Wedlów-Tuczyńskich we Wrzosach,yes,2,78-641,palace,EMUiA (tuczno.e-mapa.net),,Wrzosy,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,way/356768432,POINT (16.404529546691098 53.34956325),16.404529546691098,53.34956325,manor,,yes,5A,78-609,,walcz.e-mapa.net,0531163,Karsibór,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,way/356768634,POINT (16.45693362260122 53.227968849999996),16.45693362260122,53.227968849999996,castle,,yes,26,78-627,palace,walcz.e-mapa.net,,Chwiram,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,way/356773779,POINT (16.612907359892617 53.2703793),16.612907359892617,53.2703793,castle,,yes,22,78-600,palace,walcz.e-mapa.net,,Wiesiółka,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,way/356774747,POINT (16.611904186439922 53.23622515),16.611904186439922,53.23622515,manor,,yes,,,,,,,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,way/356774759,POINT (16.382940490989007 53.185508799999994),16.382940490989007,53.185508799999994,manor,,yes,57,78-600,,walcz.e-mapa.net,,Dzikowo,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,way/357261840,POINT (14.629296371414892 53.1126824),14.629296371414892,53.1126824,manor,Dwór w Tywicy,residential,25,74-110,,banie.e-mapa.net,0772808,Tywica,,,,,,,,,,2,,http://encyklopedia.szczecin.pl/wiki/Dw%C3%B3r_(Tywica),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,way/357565398,POINT (20.243049798707958 50.2964969),20.243049798707958,50.2964969,manor,Plebania,house,56,32-107,,,0333670,Wrocimowice,,Q30200000,,,2,,,nid,1003,,,,,,,,,,,,,,,,,,,,1981-07-21,,,Dwór,,,,https://zabytek.pl/pl/obiekty/g-224636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,way/358275354,POINT (20.432094208704882 50.76434105),20.432094208704882,50.76434105,manor,Dwór z Suchedniowa (pocz. XIX w.),yes,,,,,,,,,,,,,attraction,,,1,early C19,,Sektor Dworsko- Folwarczny,,,,,,,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,
1556,way/358505772,POINT (18.449335442442525 50.7267695),18.449335442442525,50.7267695,castle,Dwór w Dobrodzieniu,yes,5,46-380,manor,,,,Dobrodzień,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,Parkowa,2,,,nid,387/60 z 12.03.196,,1848..1849,,,,,,,http://static.dobrodzien.pl/download//786/zamek-dobrodzien.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,way/358525316,POINT (15.118536899999999 53.441856200000004),15.118536899999999,53.441856200000004,manor,,yes,,,,,,,,,geoportal.gov.pl:ortofoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,way/358652467,POINT (21.994824749999996 51.231708600000005),21.994824749999996,51.231708600000005,manor,Dworek Wesslów w Karczmiskach,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,way/358699658,POINT (22.047371096570224 51.40936245),22.047371096570224,51.40936245,manor,Dwór Tęczyńskich,yes,97,24-130,,konskowola.e-mapa.net,,,Końskowola,,,Lubelska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,way/359178827,POINT (15.555633478304502 51.265044950000004),15.555633478304502,51.265044950000004,castle,Muzeum Ceramiki w Bolesławcu,museum,28/29,59-700,stately,,,,Bolesławiec,,,Zgorzelecka,,,museum,,,2,,,,https://muzeum.boleslawiec.pl,,yes,,,,,,,,+48756121370,,,,,,poczta@muzeum.boleslawiec.net,,,,,,,"Tu 11:00-19:00, We 9:00-17:00, Th 11:00-19:00, Fr-Su 9:00-17:00",,,,,,,,,,yes,yes,2024-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,,,,yes,,,,,,,,,,,
1561,way/359862841,POINT (22.174045200176952 51.589774250000005),22.174045200176952,51.589774250000005,castle,Pałac Kickich w Sobieszynie,yes,,,palace,,,,Sobieszyn,Q30103511,,,,,attraction,,,3,,,,,yes,,,,,,,Category:Palace in Sobieszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,way/359878526,POINT (22.10735799456062 51.58946485),22.10735799456062,51.58946485,castle,,public,168,08-504,palace,ulez.e-mapa.net,,Ułęż,,Q30103530,,,,,attraction,,,2,,,,,,,,,,,,Category:Palace in Ułęż,,,,,,,,,,,,,,,Mo-Fr 07:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,way/360076140,POINT (22.466358289810195 51.36728275),22.466358289810195,51.36728275,manor,Dwór w Krasieninie,yes,17,21-025,,niemce.e-mapa.net,,Krasienin-Kolonia,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,way/360606973,POINT (17.082236349196826 51.288169249999996),17.082236349196826,51.288169249999996,castle,Pałac w Raszowie,yes,21,55-100,palace,trzebnica.e-mapa.net,0881644,Raszów,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,way/360626171,POINT (16.873890910930076 51.3418523),16.873890910930076,51.3418523,castle,Pałac w Morzęcinie Małym,yes,1,55-120,palace,,,,Morzęcin Mały,,,Zamkowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,way/360730743,POINT (16.979940577033794 51.2386888),16.979940577033794,51.2386888,castle,Ruiny Pałacu w Ozorowicach,ruins,,,palace,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,way/360917469,POINT (14.655603160673781 52.925890949999996),14.655603160673781,52.925890949999996,castle,Pałac w Stołecznej,castle,20,74-510,palace,trzcinsko-zdroj.e-mapa.net,0784533,Stołeczna,,,,,2,,,nid,A-1636,1,1892–1893,,Pałac z XIX w.,,,private,,,,,,,,,,,,,13.07.1987,,,,,,,https://zabytek.pl/pl/obiekty/g-277029,,,,PL.1.9.ZIPOZ.NID_N_32_BK.111669;PL.1.9.ZIPOZ.NID_E_32_BK.422834,,,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,way/360935007,POINT (14.414066880263828 52.89673205),14.414066880263828,52.89673205,castle,,residential,26,74-503,manor,moryn.e-mapa.net,,Mirowo,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,way/361008686,POINT (17.19304541136018 51.25212645),17.19304541136018,51.25212645,manor,Dwór Zaprężyn,house,32,55-095,,emuia.gugik.gov.pl,0874087,Zaprężyn,,,www.geoportal.gov.pl,,2,,,nid,A/3806/643/W,2,late C19,https://www.polskiezabytki.pl/m/obiekt/748/Zaprezyn/,,,,,,"https://pl.wikipedia.org/wiki/Zapr%C4%99%C5%BCyn#/media/Plik:SM_Zapr%C4%99%C5%BCyn_pa%C5%82ac_(3)_ID_599577.jpg",,,,Category:Palace in Zaprężyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herrenhaus von Raczeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,way/361057911,POINT (15.016802396482237 51.7518981),15.016802396482237,51.7518981,castle,Pałac Jasień,yes,1,,palace,jasien.e-mapa.net,0988431,,Jasień,,,Strażacka,,,,,,,,"https://polska-org.pl/527698,Jasien,Palac_Jasien.html","https://photos.app.goo.gl/EKWFiMrES5hQF3vAA      ,     https://fotopolska.eu/Palac_Jasien?map_z=19",,,,02315,https://images.mapillary.com/W2tUOLHoiQAWUfesgNDpOZ/thumb-2048.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358140312402706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,way/361075163,POINT (16.433265058568615 51.687587449999995),16.433265058568615,51.687587449999995,castle,Pałac w Naratowie,yes,65,56-215,palace,,,Naratów,,Q19947131,niechlow.e-mapa.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pałac w Naratowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,way/361210961,POINT (14.328116803257132 52.97913595),14.328116803257132,52.97913595,castle,Barokowo-klasycystyczny pałac w Krzymowie,residential,41,74-506,palace,chojna.e-mapa.net,0773788,Krzymów,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,way/361295437,POINT (17.4333848 51.79216035),17.4333848,51.79216035,manor,,yes,14,63-720,,kozminwielkopolski.e-mapa.net,0200609,Dębiogóra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,way/361305633,POINT (14.299746906449956 52.85037595),14.299746906449956,52.85037595,manor,Pensjonat Myśliwski,residential,25,74-520,,cedynia.e-mapa.net,,Żelichów,,,,,,,guest_house,,,2,,,,,,,,,,,,,,+48 696 454 119;+48 507 166 535,,,,,,,,,,,,,,Tomasz Siergiej,,,,,,,,,no,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
1575,way/361309335,POINT (14.387719225020781 52.8698411),14.387719225020781,52.8698411,castle,,residential,,,manor,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,way/361717539,POINT (22.059470394929846 50.112822050000005),22.059470394929846,50.112822050000005,manor,,yes,1A,36-002,,trzebownisko.e-mapa.net,0664237,Jasionka,,Q30559175,,,2,,,,A-1048; A-633,,1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,way/361853319,POINT (21.36196646595932 50.92537025),21.36196646595932,50.92537025,castle,Pałac Wielopolskich w Częstocicach,public,37,27-400,palace,,,,Ostrowiec Świętokrzyski,,,Świętokrzyska,2,,,nid,A.614 z 2010-07-06,2,1836,,,https://muzeumostrowiec.pl/,,,,,,,,,,+48 41 265 36 51,,,,,,sekretariat@muzeumostrowiec.pl,,,,,PL,,"Tu-Fr 09:00-15:00, Sa-Su 10:00-16:00",,,,,,,,,,,yes,2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 PLN/Normalny; 5 PLN/Ulgowy,,,,,,,,
1578,way/361927416,POINT (23.169081003248447 50.98104095),23.169081003248447,50.98104095,manor,Dworek Starościński,yes,10,22-300,,mkrasnystaw.e-mapa.net,0930070,,Krasnystaw,,,Generała Władysława Sikorskiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,way/361965843,POINT (21.172419462627907 51.31298545),21.172419462627907,51.31298545,manor,Dawna Oficyna Dwoska,yes,16,26-640,,emuia.gugik.gov.pl,0636904,Gębarzów,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,way/362158894,POINT (22.766073437360397 49.780135200000004),22.766073437360397,49.780135200000004,castle,Zamek Kazimierzowski,yes,1,37-700,,EMUiA (emuia.geoportal.gov.pl),,,Przemyśl,Q7253424,,Aleje XXV Polskiej Drużyny Strzeleckiej,2,pl:Zamek Kazimierzowski w Przemyślu,attraction,,275/ZN/60,,1340,https://visit.przemysl.pl/2367-przemysl-zamek-kazimierzowski,"Renesansowy zamek wzniesiony na wzgórzu po roku 1340, za panowania Kazimierza Wielkiego. Obecnie siedziba najstarszego teatru w europie - Fredreum. Posiada kawiarnię oraz dwie baszty widokowe.",https://kultura.przemysl.pl/,,,,https://photos.app.goo.gl/wzDkkiLoitLCN3d6A,,,Kasimir-Schloss,"File:2015, Przemyśl, Zamek Kazimierzowski (02).jpg",,+48 16 678 50 61 x21,,,,,,sekretariat@kultura.przemysl.pl,Casimir Castle,,,,,,Apr-Sep 10:00-18:00; Oct-Mar 10:00-16:00,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,Kazimírovský zámek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 PLN,,,,,,,,
1581,way/362200288,POINT (16.53678996125 51.667512099999996),16.53678996125,51.667512099999996,castle,Zamek w Górze,yes,4,56-200,tower,gora.e-mapa.net,0954449,,Góra,Q9386643,,Staromiejska,,pl:Zamek w Górze,,,,,1409,,,,,private,20952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,way/362351176,POINT (16.378806556603774 50.681186),16.378806556603774,50.681186,castle,,apartments,41,58-340,manor,,,,Głuszyca,,,Grunwaldzka,,,,,,2,,,,,no,,,,EGiB,BDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,way/362398561,POINT (23.52520128473235 51.039654150000004),23.52520128473235,51.039654150000004,manor,Dworek Rzewuskich w Sielcu,yes,141,22-121,,lesniowice.e-mapa.net,0105093,Sielec,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,way/362620846,POINT (19.991651439629102 52.63069005),19.991651439629102,52.63069005,manor,Ruiny Dworu w Staroźrebach,ruins,31,,,starozreby.e-mapa.net,0577060,,Staroźreby,,,Parkowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,way/362659142,POINT (21.08361785992647 51.35704335),21.08361785992647,51.35704335,castle,Willa Ekiertów,yes,,,stately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,way/362659171,POINT (21.08173924570626 51.36691175),21.08173924570626,51.36691175,manor,Dwór z Brzeziec,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,way/362659260,POINT (21.08200645335917 51.3662508),21.08200645335917,51.3662508,manor,Dwór z Pieczysk,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,way/362659282,POINT (21.080999124169516 51.36167265),21.080999124169516,51.36167265,manor,Ośrodek edukacji muzealnej,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,way/362728896,POINT (15.794653739771473 51.677542349999996),15.794653739771473,51.677542349999996,manor,,yes,,,,,,,,Q17421969,geoportal2,,,pl:Zamek w Miłakowie,,,,,,,,,,,,,,,,File:Milakow dwor.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,way/362796732,POINT (21.096150521999157 51.365119),21.096150521999157,51.365119,castle,Dwór Gawrońskich,yes,,,manor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,way/362925865,POINT (22.023246357865872 50.156461050000004),22.023246357865872,50.156461050000004,manor,Dwór,yes,300,36-061,,UG Głogów Małopolski,,Wysoka Głogowska,,,,,2,,,,A-979,,after 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,way/362991308,POINT (17.122896241600856 51.28231955),17.122896241600856,51.28231955,castle,Pałac Głuchów Dolny,apartments,11,55-106,palace,emuia.gugik.gov.pl,0883689,Głuchów Dolny,,,www.geoportal.gov.pl,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
